claim_id,claim_date,sale_id,repair_status
CL-82263,2024-04-01,MN-70856,In Progress
CL-1441,2024-10-29,IQ-94687,Pending
CL-4594,2024-07-04,OH-63519,Completed
CL-31037,2024-06-21,JF-199631,Completed
CL-9090,2024-07-04,XA-3202,Pending
CL-16429,2024-05-11,FQ-81897,Pending
CL-9977,2024-08-17,GJ-2817,Completed
CL-88098,2024-03-09,QA-2751,In Progress
CL-62887,2024-09-17,NZ-86991,Pending
CL-68266,2024-04-25,RW-60091,Completed
CL-2774,2024-10-10,LI-7063,In Progress
CL-59576,2024-09-20,ZR-86496,Rejected
CL-60962,2024-02-25,TG-0630,In Progress
CL-91817,2024-10-01,AO-5989,Pending
CL-94940,2024-08-26,BJ-3542,Pending
CL-3309,2024-10-20,BR-8795,Completed
CL-57486,2024-01-16,KL-964332,Completed
CL-25761,2024-04-24,MA-48525,Pending
CL-16285,2024-03-27,RY-033830,In Progress
CL-28673,2024-05-28,UK-041277,Pending
CL-4208,2024-08-04,GJ-05460,Pending
CL-3843,2024-02-18,YM-4438,In Progress
CL-70787,2024-01-05,LQ-80573,Rejected
CL-15866,2024-09-26,ZK-623083,Completed
CL-38971,2024-10-23,CR-683604,In Progress
CL-29849,2024-08-26,ZW-222685,Rejected
CL-70253,2024-06-18,PL-7201,Pending
CL-69915,2024-03-27,XD-4195,Rejected
CL-95011,2024-06-10,BD-4365,In Progress
CL-59035,2024-08-04,SH-2208,In Progress
CL-5861,2024-08-30,MA-2786,Rejected
CL-67112,2024-02-17,MY-64168,In Progress
CL-84615,2024-03-13,UQ-5086,Rejected
CL-2714,2024-01-16,WF-059286,Completed
CL-8367,2024-09-28,OX-18417,In Progress
CL-75855,2024-02-06,YW-837139,Completed
CL-6942,2024-07-13,IO-7189,Rejected
CL-47896,2024-08-29,GI-0307,In Progress
CL-61945,2024-09-05,OB-3225,Rejected
CL-7830,2024-04-06,RM-9082,Completed
CL-81990,2024-01-29,RU-0325,Pending
CL-96002,2024-04-25,BG-756827,Rejected
CL-1884,2024-08-05,CY-03870,Completed
CL-37489,2024-06-11,QR-2585,Rejected
CL-456,2024-07-12,PB-20757,Pending
CL-87233,2024-01-04,IO-34326,Rejected
CL-79092,2024-10-19,ME-4217,Rejected
CL-55514,2024-06-22,PK-189693,Completed
CL-45994,2024-02-09,ZY-0883,Pending
CL-80766,2024-01-27,BO-3437,Rejected
CL-85114,2024-10-26,QW-65309,Completed
CL-23554,2024-08-22,SR-9020,In Progress
CL-22547,2024-04-10,LD-84608,Completed
CL-43229,2024-04-30,LX-98554,Pending
CL-74690,2024-06-15,NY-984229,Rejected
CL-90371,2024-01-02,TP-29236,Rejected
CL-42899,2024-05-27,HD-27704,Pending
CL-67820,2024-02-29,JA-6657,Completed
CL-80581,2024-04-01,BO-394741,Completed
CL-888,2024-02-23,PQ-57003,Completed
CL-2954,2024-02-24,CG-75357,Pending
CL-94385,2024-08-19,YH-2257,In Progress
CL-56098,2024-06-14,YY-019742,Rejected
CL-77656,2024-10-17,ES-7910,Completed
CL-883,2024-10-27,CF-152243,Rejected
CL-6265,2024-08-07,TL-4900,Rejected
CL-6542,2024-03-19,KE-16482,Pending
CL-8338,2024-06-11,BQ-3069,Completed
CL-75197,2024-09-07,VU-891696,Completed
CL-3331,2024-01-21,UN-49521,Pending
CL-76778,2024-08-12,EW-005719,Rejected
CL-28231,2024-05-06,BK-633034,Completed
CL-71216,2024-08-03,QY-511211,Rejected
CL-68130,2024-10-06,XZ-5968,Pending
CL-97770,2024-01-31,ZN-7010,Completed
CL-61317,2024-10-24,JT-627102,Completed
CL-3392,2024-09-04,HD-1514,Rejected
CL-89662,2024-02-22,EC-15821,Completed
CL-5618,2024-11-04,GI-622335,In Progress
CL-45991,2024-10-01,PP-19983,In Progress
CL-72196,2024-08-05,CS-406191,Completed
CL-47140,2024-03-20,GX-93974,Pending
CL-82264,2024-05-16,KF-980399,Rejected
CL-91379,2024-04-15,FZ-3737,Rejected
CL-27506,2024-08-07,RU-32381,In Progress
CL-98220,2024-02-11,PZ-4758,Pending
CL-32827,2024-07-12,YN-8605,Rejected
CL-7354,2024-01-23,SL-802290,Pending
CL-36169,2024-09-09,AK-682497,In Progress
CL-28931,2024-04-29,FJ-866089,Completed
CL-5928,2024-10-30,KL-55653,Completed
CL-54317,2024-04-03,TJ-08264,Completed
CL-40685,2024-08-27,NR-56924,Pending
CL-20524,2024-07-30,AX-552491,Completed
CL-88032,2024-10-24,XB-52649,Rejected
CL-29481,2024-06-15,JZ-211804,Rejected
CL-93464,2024-03-27,MT-092682,Pending
CL-48091,2024-08-05,DW-1494,Rejected
CL-4500,2024-07-22,MR-34370,Pending
CL-8302,2024-07-06,BQ-291490,Rejected
CL-201,2024-10-04,RA-35872,Completed
CL-61847,2024-04-29,FC-84229,Rejected
CL-17949,2024-03-24,UQ-36778,Pending
CL-10450,2024-05-17,GL-3737,Completed
CL-56432,2024-07-25,XX-917550,Pending
CL-3390,2024-09-02,PS-647612,Rejected
CL-75706,2024-03-14,FF-21185,Rejected
CL-43513,2024-03-23,PF-3765,Pending
CL-27081,2024-04-06,LK-9734,Rejected
CL-83870,2024-04-27,JP-4861,Pending
CL-2324,2024-10-14,QX-836235,Pending
CL-58475,2024-10-06,LX-6051,In Progress
CL-56744,2024-07-26,FF-026419,Completed
CL-54427,2024-06-13,WD-3905,In Progress
CL-2696,2024-07-01,PK-279712,Pending
CL-10921,2024-02-05,OC-128257,Rejected
CL-68194,2024-08-24,YO-18634,Rejected
CL-14680,2024-07-13,QX-44653,Rejected
CL-1085,2024-01-15,PE-304144,Rejected
CL-21589,2024-07-13,CV-829088,Pending
CL-38813,2024-01-15,EF-8063,Completed
CL-62931,2024-06-20,DW-642947,Completed
CL-25651,2024-03-18,SC-3322,Pending
CL-67339,2024-09-20,XL-1013,Completed
CL-8382,2024-07-23,VY-106749,Rejected
CL-9545,2024-01-16,MY-45958,In Progress
CL-38298,2024-01-08,TV-814974,Pending
CL-59964,2024-01-16,AH-729894,In Progress
CL-93605,2024-05-03,QE-054793,Rejected
CL-6413,2024-03-15,DP-4645,Completed
CL-92394,2024-03-04,DZ-692602,Pending
CL-7095,2024-07-23,GL-6868,Completed
CL-12206,2024-09-27,FG-44082,In Progress
CL-124,2024-02-09,IV-73297,Completed
CL-1643,2024-07-04,JU-47487,In Progress
CL-94210,2024-03-26,CU-87826,In Progress
CL-33137,2024-01-29,DM-1718,Pending
CL-51862,2024-01-13,ZS-7104,Completed
CL-582,2024-03-20,ME-58903,In Progress
CL-55230,2024-07-26,PD-9606,Completed
CL-87876,2024-10-20,VL-30224,Rejected
CL-37455,2024-08-18,WY-23232,In Progress
CL-85229,2024-06-06,MG-578083,Completed
CL-22293,2024-09-28,ZE-5202,In Progress
CL-90338,2024-01-10,RD-96860,Pending
CL-9543,2024-05-15,XW-241732,Pending
CL-30901,2024-09-27,OM-72745,In Progress
CL-18130,2024-04-21,FW-916202,Pending
CL-2514,2024-08-05,TH-7230,Rejected
CL-44594,2024-02-21,LH-61139,Completed
CL-3636,2024-10-09,TB-7655,In Progress
CL-52326,2024-06-22,OK-366194,Rejected
CL-84514,2024-04-14,DM-7958,Completed
CL-4734,2024-02-07,UT-17296,Pending
CL-38091,2024-09-24,OL-11292,Rejected
CL-772,2024-11-12,JZ-0193,Rejected
CL-89501,2024-02-20,IA-62192,Rejected
CL-7619,2024-10-19,ZP-97544,Pending
CL-6769,2024-03-03,AM-2330,Completed
CL-89700,2024-03-16,RI-52160,Pending
CL-96438,2024-10-12,QS-9276,Pending
CL-73456,2024-09-22,AE-4981,In Progress
CL-26693,2024-07-14,ZL-54738,Rejected
CL-95233,2024-08-20,FQ-00613,Rejected
CL-90539,2024-05-16,AX-789749,Completed
CL-62196,2024-02-29,TK-2532,In Progress
CL-4175,2024-08-26,DP-9222,In Progress
CL-56634,2024-01-31,MF-450738,Completed
CL-4871,2024-02-19,IZ-984919,In Progress
CL-98449,2024-07-26,KM-4403,Pending
CL-9114,2024-04-22,DV-4091,Rejected
CL-77956,2024-08-05,LU-1037,Pending
CL-8628,2024-02-11,KC-816053,Pending
CL-4358,2024-07-09,HQ-380762,Completed
CL-12432,2024-07-09,OM-2174,In Progress
CL-8021,2024-05-15,EQ-23800,In Progress
CL-1102,2024-08-14,PW-1623,Rejected
CL-91463,2024-07-31,DM-9927,Completed
CL-3873,2024-08-26,GF-6199,Rejected
CL-98152,2024-11-12,QT-0477,In Progress
CL-99425,2024-10-17,JF-5908,Pending
CL-18049,2024-03-24,BT-98045,Completed
CL-46787,2024-04-03,AY-42542,Pending
CL-83752,2024-06-20,WW-0426,In Progress
CL-9955,2024-05-31,JI-90035,In Progress
CL-119,2024-05-09,RK-1148,Completed
CL-40105,2024-06-05,AF-5871,Rejected
CL-15813,2024-06-13,HW-275497,Rejected
CL-24521,2024-05-13,DI-4489,Completed
CL-76954,2024-05-16,ON-6730,In Progress
CL-2379,2024-05-03,RE-17870,In Progress
CL-59314,2024-10-25,IX-36746,Rejected
CL-6484,2024-10-31,PX-230775,Pending
CL-48418,2024-07-17,CV-0428,In Progress
CL-59908,2024-10-05,QG-7496,Completed
CL-6077,2024-03-29,PV-01844,In Progress
CL-56469,2024-05-05,GC-0788,Completed
CL-9750,2024-03-27,JH-44786,Completed
CL-48558,2024-02-24,XB-285948,Rejected
CL-8185,2024-05-01,WG-30331,Rejected
CL-24070,2024-01-30,BK-791799,Pending
CL-94057,2024-02-28,HL-569387,Completed
CL-10236,2024-03-29,ML-25715,Completed
CL-9384,2024-10-03,UH-1319,Completed
CL-86839,2024-02-08,KS-9084,Rejected
CL-6763,2024-05-28,VA-4293,Rejected
CL-5869,2024-06-05,RF-66496,In Progress
CL-74140,2024-05-05,JD-360757,Completed
CL-51408,2024-04-25,ZJ-3221,Rejected
CL-3500,2024-11-08,BM-499698,Completed
CL-18590,2024-03-13,PS-86163,Completed
CL-86217,2024-04-01,SC-8289,Rejected
CL-5433,2024-04-21,CM-7805,Pending
CL-9234,2024-05-02,GJ-4067,Completed
CL-17994,2024-10-26,DT-968379,Completed
CL-33741,2024-09-03,AV-33333,Completed
CL-80707,2024-09-26,QW-24103,Pending
CL-61752,2024-02-24,LZ-54463,Completed
CL-41714,2024-05-08,AN-9487,Rejected
CL-80204,2024-02-26,VS-6146,In Progress
CL-77608,2024-08-25,PU-485965,Pending
CL-18579,2024-07-10,TI-7407,Rejected
CL-2281,2024-03-13,AL-69250,Rejected
CL-87037,2024-05-30,LQ-994819,Pending
CL-5712,2024-03-15,WJ-866710,In Progress
CL-75914,2024-11-03,HX-46458,Rejected
CL-1182,2024-05-17,HG-341917,Completed
CL-79667,2024-02-09,QG-1573,In Progress
CL-1277,2024-01-31,QU-1561,In Progress
CL-64880,2024-03-07,PP-655601,Rejected
CL-2659,2024-10-26,BN-638965,In Progress
CL-61115,2024-07-04,FV-4920,In Progress
CL-53623,2024-02-11,UW-42256,Completed
CL-90738,2024-06-08,LN-54641,Completed
CL-36655,2024-03-19,BT-184325,Pending
CL-78000,2024-04-24,IH-39029,Completed
CL-97204,2024-09-05,PZ-89828,Pending
CL-34764,2024-04-15,IH-043340,Completed
CL-41304,2024-06-10,UN-1017,In Progress
CL-9588,2024-07-04,RC-0037,In Progress
CL-23049,2024-10-15,XH-34348,Pending
CL-80001,2024-02-17,EB-42496,In Progress
CL-71538,2024-01-05,OJ-03241,Rejected
CL-81338,2024-02-10,KB-7461,Pending
CL-15992,2024-04-11,QL-005596,In Progress
CL-65770,2024-09-27,BA-3354,Completed
CL-10094,2024-09-19,VA-796729,Rejected
CL-73968,2024-02-27,ZS-37833,Pending
CL-3819,2024-01-01,VJ-82396,In Progress
CL-33156,2024-03-21,EF-386440,In Progress
CL-46189,2024-06-28,AC-27419,Completed
CL-3394,2024-05-14,FM-3170,Completed
CL-39057,2024-08-26,QS-714007,Pending
CL-64977,2024-03-08,GD-1578,Pending
CL-54785,2024-08-19,HD-1745,Pending
CL-82125,2024-02-27,HD-9240,Completed
CL-54177,2024-08-31,VB-69368,In Progress
CL-72082,2024-02-18,AP-99727,In Progress
CL-3728,2024-09-13,WE-364182,In Progress
CL-81302,2024-07-24,NG-394462,Completed
CL-74532,2024-02-01,TQ-64311,Pending
CL-35077,2024-07-19,NC-55043,In Progress
CL-65087,2024-01-24,DN-4571,Pending
CL-547,2024-03-25,KE-566823,In Progress
CL-70020,2024-01-26,ID-0030,Completed
CL-98240,2024-02-19,KQ-013201,Pending
CL-84115,2024-09-08,UM-422438,Completed
CL-1112,2024-03-25,EI-03265,Completed
CL-72249,2024-08-10,TB-5693,In Progress
CL-2635,2024-08-15,AY-171719,Completed
CL-32132,2024-03-22,LE-2511,Pending
CL-3497,2024-03-07,CA-80804,Rejected
CL-90791,2024-02-11,DD-078136,Pending
CL-94890,2024-08-11,UW-3241,Rejected
CL-41546,2024-10-02,QU-7272,Completed
CL-43087,2024-01-14,IM-9115,Rejected
CL-92954,2024-10-03,GQ-81952,Completed
CL-2109,2024-10-11,HQ-758059,Pending
CL-85926,2024-06-28,FD-0289,In Progress
CL-47333,2024-07-24,VU-779601,In Progress
CL-9108,2024-06-23,TI-850614,Rejected
CL-21661,2024-02-21,ZC-52226,Rejected
CL-82056,2024-04-20,JF-451108,In Progress
CL-2344,2024-10-06,CV-6723,In Progress
CL-80674,2024-05-06,NP-5586,In Progress
CL-95691,2024-02-10,XZ-173473,Rejected
CL-4215,2024-06-18,XI-14847,Completed
CL-35471,2024-02-17,ZH-53193,Completed
CL-7556,2024-10-05,YQ-3109,Pending
CL-51209,2024-10-25,BB-314627,In Progress
CL-86652,2024-08-06,CQ-71057,In Progress
CL-5913,2024-06-26,EX-2625,Completed
CL-40147,2024-10-28,VY-1519,Completed
CL-1129,2024-04-29,CT-79700,Completed
CL-36961,2024-05-31,NU-59820,Completed
CL-27526,2024-02-29,ET-10282,Completed
CL-5653,2024-02-08,GA-48872,Completed
CL-3531,2024-08-11,BU-305930,Completed
CL-54431,2024-06-14,QC-15842,Pending
CL-68447,2024-05-18,ZP-28715,Pending
CL-37329,2024-06-03,CT-482995,Rejected
CL-67508,2024-04-18,SP-9598,In Progress
CL-51199,2024-04-21,FE-831885,In Progress
CL-23090,2024-07-27,LL-75620,In Progress
CL-2016,2024-02-04,BV-9104,Completed
CL-5881,2024-10-11,MP-2595,Pending
CL-75254,2024-07-18,KJ-238741,Completed
CL-8468,2024-06-23,IO-42674,Pending
CL-71845,2024-05-04,GC-8524,Rejected
CL-2997,2024-07-05,NT-159568,Pending
CL-27655,2024-03-23,TO-2495,Completed
CL-88830,2024-07-15,JR-27938,Completed
CL-6315,2024-01-29,BV-18890,Completed
CL-84153,2024-11-01,LE-534363,Pending
CL-65398,2024-01-28,UY-309230,Completed
CL-81627,2024-10-08,YH-539905,Completed
CL-28026,2024-09-26,IW-26732,Completed
CL-97165,2024-03-05,DY-5464,In Progress
CL-7531,2024-02-08,DP-9445,Pending
CL-3473,2024-11-02,DT-5415,In Progress
CL-71695,2024-10-20,TM-7315,Completed
CL-55977,2024-02-15,LH-54051,Rejected
CL-4161,2024-08-11,QK-531721,Rejected
CL-32113,2024-10-26,IQ-3102,In Progress
CL-237,2024-07-08,SZ-314320,Completed
CL-84264,2024-01-08,KU-125897,Rejected
CL-55170,2024-06-08,FJ-733735,Pending
CL-39230,2024-05-18,MO-05474,Rejected
CL-66576,2024-02-11,JW-7222,Completed
CL-67259,2024-09-18,AD-9966,Pending
CL-38411,2024-01-29,EB-24307,In Progress
CL-8752,2024-01-10,AA-322317,Pending
CL-6158,2024-03-23,AW-21740,Pending
CL-7273,2024-07-07,TA-4337,Pending
CL-76452,2024-08-19,FQ-62461,Pending
CL-75288,2024-03-01,IT-118006,Completed
CL-55283,2024-04-04,FR-41129,Completed
CL-4435,2024-02-23,CR-4670,Completed
CL-60711,2024-03-16,FZ-545835,Completed
CL-47220,2024-10-02,XR-9451,Rejected
CL-1086,2024-05-09,IR-4744,Pending
CL-66524,2024-11-07,FC-51830,Completed
CL-83948,2024-02-07,KQ-720994,Rejected
CL-5729,2024-04-27,SG-3713,In Progress
CL-6584,2024-07-23,JT-545262,Rejected
CL-93554,2024-02-05,UO-99840,Completed
CL-2681,2024-07-04,RU-0036,Rejected
CL-4926,2024-02-13,UI-61731,In Progress
CL-15929,2024-06-25,AR-112976,Completed
CL-45317,2024-03-22,VZ-833444,Rejected
CL-6897,2024-07-08,JL-3686,In Progress
CL-6997,2024-03-20,FT-853314,Rejected
CL-98308,2024-05-05,SP-02040,Completed
CL-13132,2024-07-29,IF-2058,Pending
CL-49123,2024-05-26,IT-28434,Rejected
CL-4893,2024-10-12,QP-3082,Pending
CL-52593,2024-03-15,CN-34740,Completed
CL-97512,2024-03-09,CB-79463,Pending
CL-59459,2024-10-01,KF-051021,Rejected
CL-9575,2024-02-20,HF-7640,Pending
CL-49379,2024-08-30,FD-535386,Completed
CL-3134,2024-06-02,VC-38128,Completed
CL-73481,2024-03-22,LF-48237,Rejected
CL-44792,2024-03-29,FF-5583,Completed
CL-34551,2024-06-23,CX-46842,In Progress
CL-5191,2024-02-04,ML-555245,Rejected
CL-2627,2024-09-26,UF-0720,In Progress
CL-72314,2024-02-16,SC-10820,Rejected
CL-90519,2024-10-30,JU-43368,In Progress
CL-54959,2024-08-24,BU-51323,Pending
CL-5656,2024-11-01,EJ-479691,Completed
CL-27282,2024-07-12,KL-80053,Completed
CL-65029,2024-04-19,MN-2887,Rejected
CL-66741,2024-02-06,IQ-150772,Completed
CL-6477,2024-09-23,CS-357390,Rejected
CL-26354,2024-08-10,LE-145452,In Progress
CL-50898,2024-03-01,UD-8539,Completed
CL-27841,2024-07-02,MJ-894055,Rejected
CL-22437,2024-07-03,WX-62821,Pending
CL-34735,2024-09-24,VK-0250,Pending
CL-56435,2024-03-06,WP-724385,Rejected
CL-180,2024-08-22,NB-59414,In Progress
CL-57190,2024-10-03,BF-0275,Pending
CL-92921,2024-01-11,BJ-5409,In Progress
CL-42106,2024-03-12,TG-414195,In Progress
CL-1237,2024-01-12,JV-38885,In Progress
CL-5133,2024-03-24,AE-9544,Pending
CL-1777,2024-06-28,BY-98249,Rejected
CL-39432,2024-09-28,LK-2461,Completed
CL-4516,2024-07-02,PF-39500,Rejected
CL-871,2024-05-29,RC-878920,Completed
CL-8274,2024-01-28,OY-739589,Completed
CL-5227,2024-11-08,IZ-3805,Rejected
CL-5275,2024-02-17,IH-537512,Pending
CL-8938,2024-07-03,OF-30661,Rejected
CL-87993,2024-02-23,AI-691955,In Progress
CL-8366,2024-04-12,IZ-17137,Rejected
CL-63934,2024-07-13,QP-184461,Pending
CL-423,2024-02-07,ZE-4782,Completed
CL-81260,2024-07-16,WE-3343,In Progress
CL-79325,2024-04-15,LU-2260,In Progress
CL-63398,2024-09-01,NM-079384,Completed
CL-450,2024-04-18,AY-07944,In Progress
CL-2188,2024-01-24,ZM-9882,Rejected
CL-90535,2024-05-19,ML-03431,In Progress
CL-6593,2024-08-30,OH-3322,Pending
CL-11908,2024-06-06,TS-67290,Pending
CL-203,2024-04-08,DZ-0686,In Progress
CL-64810,2024-04-06,CF-34789,Rejected
CL-13320,2024-08-03,QF-51994,Rejected
CL-51291,2024-01-06,JE-8659,Rejected
CL-5200,2024-01-17,LB-56642,In Progress
CL-9346,2024-09-17,EZ-26348,In Progress
CL-25816,2024-04-08,QK-647010,Rejected
CL-45365,2024-06-06,LY-675468,Pending
CL-7083,2024-02-29,TA-778625,Completed
CL-44957,2024-08-09,KK-46208,Pending
CL-2295,2024-07-20,AP-04225,Pending
CL-8081,2024-07-16,HX-3397,In Progress
CL-8164,2024-10-09,DZ-74024,In Progress
CL-80698,2024-01-21,WG-3177,Pending
CL-39808,2024-04-29,NQ-9131,Completed
CL-85038,2024-04-29,AA-731250,Pending
CL-2983,2024-06-19,WF-651420,Completed
CL-84394,2024-05-31,BP-639490,Completed
CL-44382,2024-09-12,RC-81735,Rejected
CL-14465,2024-09-12,JI-0016,Pending
CL-87680,2024-06-04,FA-6461,In Progress
CL-38890,2024-09-20,AP-7754,In Progress
CL-32822,2024-02-22,LA-352331,Completed
CL-21470,2024-09-29,KX-63720,Rejected
CL-1118,2024-06-29,JX-68430,In Progress
CL-55791,2024-01-05,RH-26845,Rejected
CL-22816,2024-11-01,IU-72162,Completed
CL-36729,2024-01-01,CH-4780,Completed
CL-67337,2024-03-20,AL-22511,Rejected
CL-63085,2024-08-05,NV-7056,Pending
CL-49158,2024-02-06,BO-2900,Rejected
CL-41018,2024-01-04,KJ-808569,Rejected
CL-8094,2024-10-31,QD-250606,In Progress
CL-12730,2024-06-17,BX-44341,In Progress
CL-78548,2024-06-15,MW-36750,Completed
CL-96287,2024-01-30,LD-964878,Completed
CL-31576,2024-03-16,DU-0430,Pending
CL-70297,2024-07-10,JT-682701,In Progress
CL-74316,2024-10-24,YB-56352,In Progress
CL-79249,2024-01-25,BJ-327956,In Progress
CL-6320,2024-10-12,GP-1461,Rejected
CL-16297,2024-05-13,OU-08975,Rejected
CL-49768,2024-07-16,VA-019877,Completed
CL-8269,2024-06-22,ZN-5450,Completed
CL-4082,2024-01-03,HE-360047,Pending
CL-3739,2024-04-07,FW-39558,Rejected
CL-86833,2024-06-20,HG-14989,In Progress
CL-4870,2024-01-21,YK-003350,In Progress
CL-7989,2024-10-16,CW-759160,Rejected
CL-8136,2024-02-05,DU-55460,Completed
CL-20247,2024-04-08,AP-51482,Pending
CL-66241,2024-10-13,GB-0084,Completed
CL-41146,2024-02-02,DU-971430,In Progress
CL-4098,2024-05-01,VQ-00479,Completed
CL-497,2024-04-05,GT-8566,Pending
CL-48238,2024-01-30,UC-7453,Pending
CL-73569,2024-11-07,XY-0994,Rejected
CL-63556,2024-11-09,DX-38458,Completed
CL-49161,2024-08-10,UM-050233,Completed
CL-77726,2024-03-23,ZN-2426,Pending
CL-8864,2024-05-06,SD-1188,In Progress
CL-28669,2024-07-20,IY-05135,In Progress
CL-98691,2024-02-03,CM-85514,Rejected
CL-71070,2024-08-31,CK-527832,In Progress
CL-4857,2024-09-24,KF-9744,Completed
CL-55809,2024-11-12,VG-82297,In Progress
CL-54606,2024-07-10,RR-63090,Completed
CL-57688,2024-07-15,XS-05656,Completed
CL-3859,2024-05-25,IC-2027,Rejected
CL-7810,2024-06-07,DR-030201,Rejected
CL-269,2024-01-20,ZW-8928,In Progress
CL-66274,2024-01-09,DS-7230,In Progress
CL-92833,2024-02-15,RK-48038,Completed
CL-57441,2024-10-08,QM-85106,In Progress
CL-7704,2024-08-19,DP-521675,In Progress
CL-87491,2024-03-05,FC-18454,Pending
CL-2481,2024-09-18,ZF-8538,In Progress
CL-17243,2024-01-02,KS-9500,Pending
CL-8232,2024-09-02,XV-934119,Rejected
CL-23598,2024-01-10,MZ-98853,In Progress
CL-19790,2024-05-13,JK-57346,Rejected
CL-45293,2024-11-11,FP-774269,Rejected
CL-38038,2024-04-07,LY-1086,Pending
CL-55826,2024-10-08,MV-7829,In Progress
CL-29542,2024-02-15,OT-5713,Rejected
CL-42513,2024-08-27,JS-346609,Completed
CL-2406,2024-09-30,VA-261250,Pending
CL-45308,2024-05-04,UI-516210,Rejected
CL-39017,2024-06-23,NF-3213,Pending
CL-7672,2024-02-02,IP-129933,Completed
CL-67789,2024-08-02,HG-44431,Completed
CL-65417,2024-01-10,KW-2935,Rejected
CL-59748,2024-01-11,KS-26249,Pending
CL-6015,2024-07-23,AH-4888,In Progress
CL-60057,2024-08-14,EU-19710,Rejected
CL-50914,2024-09-01,CE-881677,Rejected
CL-95855,2024-06-12,SK-94215,Completed
CL-89019,2024-02-04,UA-31329,Completed
CL-81328,2024-06-27,PY-0835,Rejected
CL-34808,2024-10-26,QZ-89534,Rejected
CL-7069,2024-03-11,MH-5207,Pending
CL-7268,2024-05-19,IH-4623,In Progress
CL-47729,2024-01-30,JD-335811,Pending
CL-70847,2024-06-27,MR-3518,In Progress
CL-4314,2024-08-10,ZT-48884,In Progress
CL-3464,2024-05-20,VD-294944,Pending
CL-4591,2024-09-17,BB-2853,Pending
CL-5597,2024-09-22,VZ-9058,Rejected
CL-1890,2024-05-07,AN-02303,Completed
CL-26959,2024-02-04,VB-59283,Completed
CL-53261,2024-07-04,VX-0482,In Progress
CL-4033,2024-09-12,TM-8733,Pending
CL-58775,2024-04-26,US-168584,Rejected
CL-156,2024-07-31,NJ-880621,Completed
CL-80346,2024-07-22,PD-041736,In Progress
CL-468,2024-06-24,LN-51586,In Progress
CL-43045,2024-05-20,CY-787109,Completed
CL-1698,2024-03-14,JF-750080,Rejected
CL-2434,2024-02-20,NN-69500,In Progress
CL-25693,2024-06-08,WC-1971,Rejected
CL-9753,2024-06-27,TN-48742,Completed
CL-13149,2024-03-15,MM-10634,Rejected
CL-5168,2024-09-21,DW-0186,Completed
CL-76974,2024-04-22,RF-549561,In Progress
CL-91376,2024-10-28,IT-7978,Pending
CL-86741,2024-07-30,YN-939682,Pending
CL-57253,2024-01-22,QZ-680322,Rejected
CL-30921,2024-09-02,XY-833361,Rejected
CL-9591,2024-08-19,LK-385157,Completed
CL-4163,2024-03-30,BL-597086,Pending
CL-33423,2024-02-21,BH-5689,In Progress
CL-58588,2024-02-13,YX-3945,In Progress
CL-78344,2024-02-16,VJ-532756,Completed
CL-3861,2024-03-08,JK-7010,Pending
CL-99359,2024-07-22,CS-716395,In Progress
CL-1169,2024-01-03,AZ-159590,Pending
CL-59260,2024-09-16,AA-926726,Completed
CL-80737,2024-11-06,CU-7718,Completed
CL-8817,2024-05-20,WX-642833,Completed
CL-40834,2024-07-09,KA-056283,Pending
CL-34621,2024-07-20,JI-22171,Completed
CL-93232,2024-07-19,RX-186236,Completed
CL-78668,2024-07-31,QQ-67853,In Progress
CL-37712,2024-08-14,XO-86673,Completed
CL-9223,2024-02-19,KW-8882,Completed
CL-9244,2024-09-01,LS-1871,Pending
CL-1445,2024-03-09,TC-073040,Pending
CL-69266,2024-10-18,SJ-68362,In Progress
CL-60451,2024-04-08,AC-16802,In Progress
CL-91005,2024-05-15,MU-8118,In Progress
CL-5757,2024-01-23,VZ-5813,Completed
CL-96217,2024-03-24,OP-87529,Completed
CL-79393,2024-05-24,TA-5475,Completed
CL-94302,2024-05-08,VK-3316,Rejected
CL-36073,2024-10-23,GI-480837,In Progress
CL-2335,2024-04-08,QA-11999,Pending
CL-8254,2024-03-09,VC-640183,Completed
CL-81174,2024-01-29,LP-212648,In Progress
CL-70071,2024-08-05,QA-10083,Rejected
CL-63286,2024-06-28,FA-8169,In Progress
CL-98781,2024-06-01,JD-875806,Completed
CL-10015,2024-10-02,BG-646634,In Progress
CL-13257,2024-03-22,MR-0491,Completed
CL-51510,2024-03-19,XO-0508,In Progress
CL-4480,2024-06-30,HV-9166,Pending
CL-2091,2024-01-17,IN-7532,Completed
CL-12944,2024-04-12,WP-3533,Rejected
CL-3056,2024-03-16,MG-14352,Rejected
CL-2099,2024-05-24,LJ-6569,In Progress
CL-79559,2024-05-17,QP-137702,In Progress
CL-2459,2024-08-31,ZV-9673,Rejected
CL-69300,2024-03-23,KI-6416,In Progress
CL-86824,2024-10-31,TA-3869,In Progress
CL-49531,2024-08-05,BD-0667,In Progress
CL-806,2024-08-12,JG-24177,In Progress
CL-24424,2024-01-10,AE-278314,Completed
CL-2544,2024-08-02,MR-420136,In Progress
CL-12626,2024-01-05,HM-53047,Completed
CL-30235,2024-08-24,WY-28187,Pending
CL-29133,2024-01-21,GX-79794,Completed
CL-89953,2024-10-02,QE-369177,Pending
CL-26789,2024-09-12,QD-54212,Pending
CL-75394,2024-06-15,FJ-22871,Pending
CL-42262,2024-01-26,TB-379328,Completed
CL-2197,2024-11-08,ZC-59863,Pending
